epoch,Train_active_mixtures,Val_mse,Val_rmse,Train_π_entropy,Train_rmse,Train_lr,Train_mdn_loss,Train_π_max,Train_mse,Train_grad_norm
27,1.4916545152664185,0.33239197731018066,0.5370745062828064,0.434441477060318,0.4149336516857147,0.0007408768287859857,-0.33310288190841675,0.8409557342529297,0.17366866767406464,18.14136505126953
28,1.471303105354309,0.3359122574329376,0.5338935852050781,0.44382554292678833,0.3999425768852234,0.000712889654096216,-0.513247549533844,0.8404548168182373,0.16189900040626526,22.26627540588379
29,1.5371657609939575,0.36254531145095825,0.5491248965263367,0.4643818140029907,0.40422314405441284,0.0006840622518211603,-0.5654345750808716,0.8236215710639954,0.16495242714881897,21.356998443603516
30,1.5250053405761719,0.35485926270484924,0.5490149855613708,0.44222402572631836,0.3983262777328491,0.0006545084761455655,-0.6261540055274963,0.8302026391029358,0.16009928286075592,30.557823181152344
31,1.5027188062667847,0.34583771228790283,0.5424436330795288,0.4058517515659332,0.39398443698883057,0.0006243449170142412,-0.7108920216560364,0.8408660292625427,0.15681461989879608,30.6407470703125
32,1.4673327207565308,0.3554126024246216,0.5414507389068604,0.38558027148246765,0.38350555300712585,0.0005936906673014164,-0.8342054486274719,0.8481423854827881,0.1489391177892685,34.45217514038086
33,1.534665584564209,0.32650524377822876,0.5224438309669495,0.4197807312011719,0.38111162185668945,0.0005626666243188083,-0.8756091594696045,0.828042209148407,0.14693212509155273,40.193443298339844
34,1.441325306892395,0.3332817256450653,0.5232551693916321,0.3550218641757965,0.3716513514518738,0.0005313952569849789,-0.9781848788261414,0.8486612439155579,0.13985499739646912,42.77244567871094
35,1.4427883625030518,0.33547526597976685,0.5268959999084473,0.3538040816783905,0.3664048910140991,0.0005000000237487257,-1.038204312324524,0.8577081561088562,0.13569262623786926,45.71888732910156
36,1.4166923761367798,0.33579960465431213,0.5252748727798462,0.32190388441085815,0.3619407117366791,0.0004686047323048115,-1.0950871706008911,0.8644819855690002,0.13242454826831818,49.385440826416016
37,1.3523049354553223,0.3476811945438385,0.5344602465629578,0.27785083651542664,0.36130836606025696,0.00043733339407481253,-1.105385661125183,0.8845948576927185,0.13236676156520844,49.37557601928711
38,1.3669921159744263,0.34818118810653687,0.5313936471939087,0.2941564619541168,0.35431432723999023,0.00040630935109220445,-1.2250267267227173,0.8790258765220642,0.12718701362609863,58.080421447753906
39,1.3584065437316895,0.3183642327785492,0.5070395469665527,0.28900566697120667,0.3499882221221924,0.0003756550431717187,-1.296228051185608,0.8830687999725342,0.12411174923181534,68.10899353027344
40,1.3259434700012207,0.3136442005634308,0.5004038214683533,0.27291804552078247,0.3406587839126587,0.0003454915131442249,-1.4007858037948608,0.8974893093109131,0.1177009865641594,64.35601043701172
41,1.322846531867981,0.32349252700805664,0.5108991861343384,0.262238472700119,0.3407996594905853,0.0003159377374686301,-1.3388155698776245,0.9016687273979187,0.11816582083702087,68.27977752685547
42,1.2885411977767944,0.33845025300979614,0.5178537964820862,0.2379043698310852,0.3357325494289398,0.0002871103642974049,-1.5007096529006958,0.9106460213661194,0.11437411606311798,80.38514709472656
43,1.2761598825454712,0.3241833746433258,0.5074520111083984,0.23082755506038666,0.3338804543018341,0.0002591231605038047,-1.5515530109405518,0.9133365750312805,0.11414629966020584,80.47045135498047
44,1.2757415771484375,0.3440753221511841,0.529268741607666,0.23109866678714752,0.3368062376976013,0.00023208660422824323,-1.5482704639434814,0.9133094549179077,0.11552954465150833,80.74146270751953
45,1.2683049440383911,0.33443695306777954,0.5105094313621521,0.226767435669899,0.32657384872436523,0.0002061073755612597,-1.6416913270950317,0.9159258008003235,0.10831087082624435,78.97722625732422
46,1.2490066289901733,0.33678072690963745,0.5216911435127258,0.21789909899234772,0.3222990930080414,0.00018128800729755312,-1.6994057893753052,0.9194620251655579,0.10576911270618439,96.15353393554688
47,1.2110087871551514,0.3211486339569092,0.5028732419013977,0.20245127379894257,0.31917980313301086,0.00015772644837852567,-1.738701343536377,0.9257978796958923,0.10344047844409943,99.71708679199219
48,1.2225792407989502,0.32859307527542114,0.5083106756210327,0.20807720720767975,0.3179086744785309,0.0001355156855424866,-1.844944715499878,0.9240339398384094,0.10283572226762772,87.85790252685547
49,1.220841884613037,0.3182084560394287,0.5005899667739868,0.2072034478187561,0.3112504780292511,0.0001147433795267716,-1.882042407989502,0.92464280128479,0.09886371344327927,110.21096801757812
50,1.2085630893707275,0.3098490238189697,0.49102678894996643,0.2017122358083725,0.3064635396003723,9.549150126986206e-05,-1.977080225944519,0.9266508221626282,0.09557781368494034,105.88981628417969
